"id";"referencia";"Tipo";"Estado";"Cidade";"Bairro";"endereco";"numero";"complemento";"descricao";"QtdDormitorio";"QtdSuite";"QtdBanheiro";"QtdBoxes";"AreaTotal";"AreaPrivativa";"areaUtil";"preco";"preco_loca";"precoCondominio";"DataCadastro"
"780954";"AP301983";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Exposição";"Rua Alfredo Chaves";"1285";"401 + tabela";"Empreendimento com vista e localização privilegiada, estrutura objetivando conforto e praticidade, sendo 03 suítes master com espera para closet e hidro, lavabo, sala com 03 ambientes, lavanderia, cozinha, sacada e fachada em pele de vidro.
ÚLTIMAS UNIDADES!";"3";"3";"4";"61";"320";"262";"262";"2389000";"0";"0";NULL
"781812";"AP302233";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"De Lazzer";"Rodovia estrada federal, BR 116, km 123";"s/n";"Apto 42";"Apartamento amplo, com 03 dormitórios, cozinha mobiliada, lavanderia com banheiro auxiliar, sala de jantar e estar com sacada fechada, 01 vaga de garagem
Acabamento em esquadrias de madeira, piso cerâmico e piso laminado.
Condomínio com estacionamento para visitante, área de lazer, hall de entrada, playground externo e salão de festas com churrasqueira e mobiliado.
Com vista para a praça e excelente orientação solar. ";"3";"0";"2";NULL;"114";"86";"86";"210000";"0";"150";NULL
"786078";"TER02308";"Terreno";"RIO GRANDE DO SUL";"Caxias do Sul";"São Luiz";"Rua Adelino Canali";NULL;NULL;"Ótimo terreno, bem localizado e com uma excelente posição solar no Bairro São Luiz. Próximo ao supermercado, farmácia e posto de gasolina.";NULL;"0";NULL;NULL;"0";NULL;NULL;"256000";"0";"0";"2021-02-08 15:59:00"
"804962";"SB202296";"Sobrado 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Vinhedos";"Rua Antonio Roberto Schumacher";"90";"01";"Excelente sobrado para você que gosta de receber pessoas em sua residência, muito aconchegante e acolhedor, o lugar perfeito para você e sua família viverem lindos momentos!
Sobrado semimobiliado com 02 dormitórios sendo 01 suíte, 02 banheiros, 02 vagas de garagem e possui sacada na sala e no dormitório do casal;
Estacionamento frontal, amplo pátio de fundos com deck de madeira e piscina aquecida;
Agende já sua visita neste empreendimento que é uma exclusividade da Nobille;
";"2";"1";"2";NULL;NULL;"111";"111";"529000";"0";"0";"2021-04-15 15:15:37"
"824038";"SB302324";"Sobrado 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Vila Verde";"Rua Ruy Francisco Chiarello";"17";"SB | N°2";"Sobrado em ótima localização, 03 dormitórios sendo 01 suíte, banheiro social, área de serviço, churrasqueira, cozinha e sala de jantar e estar;
Acabamento com piso laminado e porcelanato, gelosia e esquadrias de alumínio;
Sobrado gradeado com portão eletrônico e com pátio.";"3";"1";"3";NULL;"109";"91";"91";"350000";"0";"0";"2021-05-19 16:44:21"
"844862";"AP302371";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Vinhedos";"Rua Padre Alberto Luiz Lamonato";"177";"AP | N° 704";"Excelente apartamento smimobiliado no bairro Vinhedos, 97 m² privativos, 03 dormitórios sendo 01 suíte, living para 02 ambientes, sacada gourmet com churrasqueira, espera para vidro duplo, rebaixe em gesso liso, 02 vagas de garagem; 
Condomínio com 02 elevadores, 02 salões de festas mobiliados, academia equipada, espaço kids mobiliado e área social de convivência.";"3";"1";"2";"36";"126";"97";"97";"600000";"0";"150";"2021-06-24 17:57:40"
"855942";"AP202412";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Sagrada Família";"Rua Benjamin Constant";"304";"AP | N°502";"Lindo apartamento, finamente decorado localizado no bairro Sagrada Família na av. principal, próximo a BR 116 e ao Andreazza;
Semimobiliado, sai alguns eletros que não são fixos ou embutidos, 02 dormitórios sendo 01 suíte.";"2";"1";"2";"1";"119";"89";"89";"435000";"0";"300";"2021-07-28 11:37:30"
"856474";"CA302349";"Casa 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Sagrada Família";"Rua Doutor Júlio Rosa Cruz";"941";NULL;"Ótima casa com 03 dormitórios sendo 02 suítes e sacada, banheiro social, sala de estar e jantar com lavabo, copa/cozinha, garagem para 04 carros ;
Amplo pátio cercado com grades e muros.";"3";"2";"5";NULL;"328";"255";"255";"850000";"0";"0";"2021-07-30 10:39:32"
"861304";"AP202433";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Cruzeiro";"Rua Sagitárius";"617";"Nº 201";"Excelente apartamento semimobiliado 02 dormitórios sendo 01 suíte, sala de estar e de jantar, área de serviço e sacada com churrasqueira;
Acabamento com teto rebaixado em gesso, esquadrias de pvc, piso laminado e porcelanato;
Condomínio com elevador, portão eletrônico e cerca elétrica.";"2";"1";"2";NULL;NULL;"78";"78";"403000";"0";"0";"2021-08-17 13:35:51"
"861465";"CA402332";"Casa 04 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Cinquentenário";"Rua Othelo Rosa";"235";NULL;"Ótima casa a venda composta por 04 quartos sendo 01 suíte, sacadas frente e fundos, lareira e churrasqueira, adega de pedra, lavanderia, estacionamento, ampla sala de estar, ampla suíte com sacada e hidromassagem, piso taboão, local bem arborizado, árvores frutíferas, cercada e murada, semimobiliada com móveis sob medida;
Casa com 3 pavimentos, imóvel com 2 terrenos, 1 de 400,70m² onde está localizado a casa e outro de 413,80 de esquina;
Região nobre em local alto, posição solar Norte//Leste/Oeste, próxima ao centro e shopping Iguatemi";"4";"1";"5";NULL;"814";"427";"427";"1700000";"0";"0";"2021-08-18 09:37:23"
"866232";"AP202453";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Bela Vista";"Rua Vicente Indicatti";"70";"Nº 302";"Ótimo apartamento bem localizado e com ótima posição solar no bairro Bela Vista com 02 dormitórios, sala de estar e jantar integrados, cozinha, área de serviço, banheiro, vaga para 02 carros;
Apartamento com poucos moradores .";"2";"0";"1";"9";"84";"60";"60";"250000";"0";"0";"2021-08-31 16:31:52"
"878042";"SB202321";"Sobrado 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Cruzeiro";"Rua Travessão Solferino";"360";"Nº 01";"Sobrado 02 dormitórios, um com sacada, outro com closet, banheiro social, cozinha, sala de estar e jantar, lareira e acesso para frente do sobrado, lavabo;
Garagem para 02 carros, churrasqueira rotativa, lavanderia, portão eletrônico, rebaixo em gesso, piso porcelanato e laminado.";"3";"0";NULL;NULL;NULL;"150";"150";"380000";"0";"50";"2021-09-30 15:47:52"
"923090";"AP202517";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Rio Branco";"Rua Henrique Dias";"33";"AP | N°61";"Localizado no bairro Rio Branco, ótimo apartamento semimobiliado com peças amplas e bem iluminadas para você que gosta de conforto e comodidade. São 2 dormitórios sendo 1 suíte com closet, sala de estar/jantar e cozinha integrados e acesso para a sacada fechada com churrasqueira, ar condicionado na sala, dormitórios do casal e solteiro. Com diferencial de 05 vagas na garagem individuais.";"2";"1";"2";"15";NULL;"83";NULL;"560000";"0";"300";"2022-02-02 14:37:02"
"945935";"AP202526";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Rio Branco";"Rua Campos Júnior";"869";"601";"Apartamento finamente mobiliado, com vista incrível, próximo ao centro, com fácil acesso a perimetral, um dos maiores apartamento de 02 dormitórios a venda em Caxias do Sul. Possui uma ampla lavanderia mobiliada com churrasqueira, bancada, aquecedor e janelas amplas facilitando a secagem de roupas e circulação de ar; cozinha mobiliada com forno e micro-ondas embutidos, sala dois ambientes com espelhos e moveis embutidos, enorme sacada, banheiro social mobiliado e equipado; 02 grandes dormitórios mobiliados, sendo 01 com suíte; iluminação e decoração em gesso, ótimo padrão de acabamento, prédio todo repintado, possui estacionamento para visitante e salão de festas.";"2";"1";"2";"2";"128";"105";NULL;"550000";"0";"300";"2022-03-09 11:21:19"
"950955";"CA402351";"Casa 04 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Colina Sorriso";"Rua Assis Bonoso Fagundes";"375";NULL;"Linda casa à venda no Colina Sorriso, lugar calmo e tranquilo, com amplo pátio com jardim e ótima posição solar, rua sem saída te proporcionando mais segurança com a sensação de condomínio. A casa conta com 04 dormitórios, sendo 01 suíte máster, sala de estar e jantar integrados, banheiro social, cozinha e área de serviço, home office, lareira à lenha dando um charme e mais conforto na sua sala de estar, e conta com uma ampla garagem para até 07 carros.";"4";"1";"3";NULL;"408";"363,712";NULL;"1440000";"0";"0";"2022-03-25 15:14:47"
"1001116";"SB302489";"Sobrado 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Vinhedos";"Rua Honeyde Bertussi";"1238";"Res. 03";"Lindo, espaçoso e ensolarado, são palavras que definem este maravilhoso sobrado em um dos bairros mais desejados de Caxias do Sul. Aquele sonho de residência com piscina, pátio e sala gourmet para receber os amigos! Isso tudo está ao seu alcance e nós da Nobille estamos aqui para te ajudar! 
Sobrado conta com 03 pavimentos, sendo o 1º com garagem para 02 carros cobertos e mais 01 descoberto, banheiro, área gourmet com churrasqueira, pátio e piscina.
No 2º pavimento temos uma ampla sala de estar e jantar com lareira e uma magnífica vista, cozinha e lavanderia.
O 3º pavimento possuí 03 dormitórios, sendo 01 suíte com sacada.
Permanecem todos os móveis fixos, acabamentos classe A. 
Agende sua visita!";"3";"1";"3";NULL;"177,17";"177,17";NULL;"690000";"0";NULL;"2022-07-21 14:17:11"
"1158034";"TER02417";"Terreno";"RIO GRANDE DO SUL";"Caxias do Sul";"São Luiz";"Rua Gomercindo Andrade Camargo";"1086";NULL;"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valor.


Excelente terreno localizado no loteamento Monte Bello, bairro São Luiz, frente Oeste medindo 14,25 x 27,50 com área 391,87m², ótimo para construção de casas ou prédio, próximo de mercado, a poucos quilômetros do Centro de Caxias do Sul!



A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos. Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem. Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul. Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? Visite esta e outras opções em nosso site: www.nobille.imb

 

 ";NULL;NULL;NULL;NULL;"391,87";"391,87";NULL;"205000";"0";NULL;"2023-04-19 08:54:53"
"780874";"SC01949";"Sala Comercial";"RIO GRANDE DO SUL";"Caxias do Sul";"Centro";"Rua Borges de Medeiros";"920";"sala 32";"Excelente sala central, ótima para diversos negócios, com uma boa visão central.";NULL;"0";"1";NULL;"0";"54";NULL;"199000";"0";"500";NULL
"780941";"AP202205";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Vinhedos";"Rua Firmino Pandolpho";"679";"Apto 202";"Apartamento 02 dormitórios, semimobiliado, sala de estar e jantar integradas com sacada fechada, cozinha e área de serviço, banheiro social e 01 vaga dupla de garagem.
Acabamento em esquadrias de alumínio, piso laminado e porcelanato e teto rebaixado em gesso.
Condomínio com cerca elétrica, hall de entrada e interfone.";"2";"0";"1";"10";"85";"61";"61";"220000";"0";"150";NULL
"780973";"AP302152";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Sagrada Família";"Rua Major Adauto Cruz";"1449";"401";"Amplo apartamento com ótima localização, 03 dormitórios, sendo 01 com suíte, cozinha, lavanderia, churrasqueira e sacada.
Acabamento em esquadrias de madeira, piso cerâmico e piso laminado;
Condomínio com hall de entrada e interfone.";"3";"1";"2";"5";"131";"105";"105";"275000";"0";"200";NULL
"781007";"KIT02144";"Kitnet";"RIO GRANDE DO SUL";"Caxias do Sul";"Medianeira";"Rua Boa Viagem";"547";"Térreo";"Kitnet ou sala comercial, banheiro social e espera para cozinha.";"1";"0";"1";NULL;"35";"23";"23";"100000";"0";"130";NULL
"781263";"AP202187";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Desvio Rizzo";"Rua Cristiano Ramos de Oliveira";"1282";"802";"Apartamento 02 dormitórios bem posicionado no bairro Desvio Rizzo, sala de jantar e estar integradas com acesso a sacada, cozinha com área de serviço e 01 vaga de garagem. Condomínio com hall de entrada, elevador e salão de festas.";"2";"0";"1";"39";"0";"48";"48";"201645";"0";"170";NULL
"781290";"AP201652";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Bela Vista";"Rua Olímpio Biazus";"105";"601 + tabela";"Apartamento 02 dormitórios, 01 vaga simples; 
(Opção de planta c/ suíte e terraço);
Área de serviço, banheiro social, churrasqueira na sacada, cozinha, sala de estar/ jantar, decoração em gesso, esquadrias de alumínio, piso laminado/ porcelanato, gás encanado central, hidrômetro individual; Elevador.

56m² a 87m² privativos conforme tabela;
";"2";"0";"1";NULL;"0";"56";"56";"190000";"0";"0";NULL
"781325";"CB301782";"Cobertura 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Exposição";"Rua Sarmento Leite";"1538";"1201";"Encante-se com essa esplendorosa cobertura duplex no bairro Exposição! Um imóvel distinto, repleto de qualidade de vida, para desfrutar de amplos espaços proporcionando muito conforto e luminosidade para você e sua família, pois  contempla posição solar privilegiada. A cobertura duplex possui projeto arquitetônico diferenciado e exclusivo, com altíssimo padrão de acabamentos. Permanece semimobiliada e é composta por 03 amplas suítes íntegras e com closet, lavabo, 04 vagas de garagem, vista panorâmica da cidade, esquadrias em PVC com vidros duplos, calefação e ar condicionado instalados, churrasqueira com bifeteira e exaustor, decoração em gesso, iluminação, papel de parede, floreiras, fonte d'água com lago ornamental, paisagismo, pisos em mármore e madeira nobre.
Não perca a grande oportunidade de conhecer este belíssimo empreendimento!";"3";"3";"4";"17";"411";"345";"345";"2600000";"0";"800";NULL
